ORF,Ca_5_min,Ca_15_min,Ca_30_min,Ca_60_min,Ca_FK506_5_min,Ca_FK506_15_min,Ca_FK506_30_min,Ca_FK506_60_min,Ca_Ca_FK506_15_min,Ca_Ca_FK506_30_min,crz1_Ca_15_min,crz1_Ca_30_min,Na_15_min,Na_30_min,Na_45_min,Na_60_min,Na_FK506_15_min,Na_FK506_30_min,Na_FK506_45_min,Na_FK506_60_min,Na_Na_FK506_30_min,Na_Na_FK506_45_min,crz1_Na_30_min,crz1_Na_45_min
YJR017C,-0.524438258,-0.24536538,0.25415094,-0.020585032,-0.551874092,-0.397599246,-0.164441431,0.386995441,-0.06578725,0.100041935,0.249831963,0.210507018,1.47,0.365,-0.017,0.196,0.18,-0.537,-0.908,-0.816,0.333281815,-0.11608495,0.504689324,0.029419005
YJR032W,-0.512473505,-0.450555957,-0.394380747,0.226067927,-0.374591417,0.061002484,0.524891872,0.499163075,0.05697199,0.174801585,-0.115710784,-0.10981667,-0.6,-1.831,-1.619,-1.219,-0.541,-1.46,-1.194,-1.511,-0.397599398,-0.186041029,-0.102002348,-0.122622614
YCR069W,0.260315074,0.708520603,1.263324436,0.43965804,-0.267350454,0.03,-0.15782661,0.058419437,-0.288886271,-0.856734073,-0.466874431,-0.648273391,0.734,1.144,1.501,1.387,-0.05,0.279,0.458,0.788,0.370449113,0.021387726,-0.379499606,-0.182480505
YDR155C,1.032076427,1.439973306,1.595428086,1.497795892,1.459,0.62305857,1.003560325,0.425371468,0.587311419,0.419422716,0.373010373,-0.041525345,0.14,-0.167,0.3,0.238,-0.132,-0.319,-0.331,-0.336,0.442,0.570191668,0.234984916,0.195371468
YDR304C,0.483824645,0.603052058,0.999801585,0.777166562,0.641088721,0.684815895,0.475374987,0.144563162,0.384216935,0.435743368,0.641572866,0.36885338,0.333,-0.282,-0.182,-0.249,0.147,-0.191,-0.303,-0.55,0.599247305,0.24784839,0.465474655,0.193509148
YDR519W,-0.076861375,0.494463341,0.82863462,1.19264072,0.074650081,0.274335782,0.737324858,0.680049906,0.141107527,-0.043628532,0.352354018,-0.135932073,-0.651,-1.395,-1.419,-1.317,-0.32,-1.049,-1.22,-1.582,0.088205769,-0.022525345,0.408888907,0.003100157
YHR057C,0.27991247,0.486258636,0.789875933,0.978765446,0.040594353,0.041601963,0.719636299,0.533858117,0.49019868,0.607107527,0.45405857,0.473973208,0.451,0.252,0.363,0.541,0.25,0.189,0.028,0.218,0.359071048,0.501527286,0.559529165,0.387675446
YML074C,-0.773393411,-0.717725638,-0.735682246,-0.562999116,-0.278703858,-0.135,-0.438,0.308,-0.661054484,-0.366572641,-0.241684926,-0.180436838,1.148,0.445,-0.293,-0.28,0.816,0.638,0.224,-0.329,-0.01683444,-0.143631216,0.524,-0.154650975
YML078W,-0.178026792,-0.243537036,0.17881196,0.288075509,0.016,-0.026,0.305,1.226342353,0.223301437,0.506631781,0.274067927,0.441271046,0.912,0.417,-0.029,0.204,0.027,-0.62,-0.724,-0.684,0.387217375,0.051,0.183846103,-0.019168037
YNL135C,0.332514643,0.502554447,0.566931413,1.0250937,0.594027042,0.423716101,0.089571972,0.817440536,0.318199617,0.283375198,0.58616556,0.39491247,0.498,0.096,-0.561,-0.772,0.535,0.201,-0.46,-0.679,0.303725212,0.232,0.623000884,0.487049906
YNR028W,-0.869708551,-1.04014662,-0.679334738,0.023041935,-0.10908495,-0.633133963,-0.568275024,-0.115599246,0.619669591,0.642691387,0.4694191,0.245329107,0.111,0.04,0.118,0.149,-0.158,0.098,0.231,0.004,0.429375114,0.465289216,0.332354018,0.315691387
YJL179W,-0.273479334,-0.177977819,0.177879288,0.340854156,-0.0979287,-0.349765729,0.100281815,0.096907594,0.400162563,0.397670862,0.295354862,0.171768174,-0.177,-1.006,-0.982,-0.811,0.047,-0.761,-1.092,-1.048,0.583422716,0.44923584,0.523121876,0.277725348
YNL153C,-0.055026694,0.19140845,0.149760542,0.231781486,0.398174649,0.387658478,0.413270673,-0.016608203,0.03407619,0.28279211,0.164474407,0.15384386,0.275,-0.379,-0.32,-0.183,0.471,0.057,-0.287,-0.554,0.232285297,0.478153932,0.333206087,0.118003119
YML094W,-0.426874092,-0.453203299,-0.405341565,0.043947834,0.282,-0.345,-0.052417319,0.249863653,0.257805427,0.520992466,-0.036195593,-0.166468722,0.101,-0.965,-1.156,-0.969,-0.026,-0.931,-1.259,-1.108,0.272708021,0.285725348,0.410800805,0.132320911
YML130C,0.482611269,0.744504246,0.546881884,0.498311894,0.618561742,0.568349025,0.168036413,-0.02761377,-0.081071551,-0.337412111,-0.003932073,0.048798358,-0.26,0.29,0.64,0.81,-0.27,0.3,0.68,0.66,-0.164480505,-0.05643318,-0.313525593,-0.089994455
YCL043C,0.069113729,0.010028072,0.53405857,0.488419005,-0.265640991,0.338546289,0.467954448,0.765887082,0.186592778,-0.018508247,0.23905857,0.083408583,0.281,-0.171,0.01,0.307,0.055,-0.719,-0.4,-0.03,0.239138528,-0.005220416,-0.605,-0.225622614
YDR518W,-0.005682286,-0.533199195,0.135708021,0.475394203,0.63910572,0.501040674,0.680594353,0.383,0.110936932,-0.204499606,0.068685737,-0.244725638,0.004,-0.104,-0.399,-0.868,0.129,0.237,-0.019,-0.481,0.213288903,0.146,-0.025150815,0.416733225
YHR079C,-0.10304825,-0.541784286,-0.203090079,,-0.641,-0.119,-1.194,-0.48,-0.487967907,-0.466,-0.587,-0.38,,0.018,,0.085,-0.05,-0.091,0.336,0.354,,-0.665,-0.819,-0.405
YLR216C,0.539076427,0.66390125,0.637956855,0.150258457,0.639510486,0.564942102,0.509420813,-0.066441431,0.117371468,0.041383669,0.248507018,0.065455033,0.757,0.619,0.734,1.149,0.683,0.56,0.875,0.694,0.124694533,0.30965152,0.178535465,0.456801585
YOR288C,0.970945516,1.371738552,1.255939394,0.548203777,0.670852084,1.259660198,0.264,0.098317714,-0.472272381,-1.010194573,-0.743999653,-0.914537036,0.563,1.287,1.286,1.098,0.501,0.847,0.822,0.705,-0.354874431,0.119611269,-0.571239458,-0.351354444
YLR449W,-1.291454166,-2.064785852,-2.06729106,-0.692398037,-1.130730355,-2.384,-1.618636501,-0.506472714,-0.001461791,0.386971771,-0.436339802,-0.4785809,-0.11,-1.213,-2.384,-2.197,0.025,-0.97,-2.329,-2.619,0.050049906,-0.445562226,0.58205857,0.248320911
YDR483W,0.539554151,0.880394105,1.223795892,0.818670828,-0.111932073,0.452716101,0.628106863,0.686402906,-0.669274652,-0.81923792,-0.64942856,-0.607525345,0.386,-0.009,0.031,-0.013,0.096,-0.592,-0.748,-0.641,-0.173750023,-0.29983444,-0.560913453,-0.579472926
YJL186W,-1.194439675,-1.365473505,-0.913052166,-0.233398037,-0.745512373,-0.508309598,0.052077978,0.106420881,0.422624993,0.49306016,0.227708021,-0.018575489,0.507,0.182,-0.233,-0.293,0.467,0.409,0.072,0.025,0.008545834,-0.014725638,0.243202489,0.263209403
YER001W,0.178,0.179,0.466,,0.424,-0.189,-0.271,-0.033309598,,-0.366,,-0.319,-0.805,-1.201,-2.163,,-0.023,-0.82,-1.591,-0.663,,,,
YML035C,-0.504424588,-0.501199195,-0.387175355,-0.407310676,-0.147,,0.230717964,0.053,-0.301579119,-0.07059155,-0.315874275,-0.143599398,-0.237,-0.552,-0.447,-0.34,-0.535,-0.765,-0.397,-0.132,0.001755554,-0.179216103,-0.139145844,-0.330074499
YBR110W,-0.175378373,0.257424511,0.43317339,0.041191668,-0.21933571,0.177639695,0.283809317,0.591853845,-0.032874431,0.206086663,0.243419005,0.249675446,0.53,0.65,1.05,0.919,0.222,0.424,0.548,0.414,0.160520666,0.166939394,0.116216935,-0.011544967
YBR002C,-0.926991336,-1.086515243,-0.829525593,-0.361708551,-0.587255281,-0.99042141,-0.493904377,-0.344989627,0.06605386,0.212750915,-0.033932454,-0.08443273,-0.239,-0.563,-0.76,0.666,0.114,-0.243,-0.498,-0.738,0.418001386,0.367928449,0.189049906,0.053394203
YMR101C,-0.273951869,-0.036561979,0.19,-0.007266775,-0.212,,,1.093,0.287419573,0.014030292,0.287,0.176273215,-0.3,-0.17,0.13,0.14,-0.26,-0.14,0.26,0.59,0.32,-0.026788497,0.072013648,-0.041142418
YPR183W,-0.36641003,-0.476862125,0.16457807,0.259310461,-0.626275024,-0.36615614,-0.566240334,0.282125569,0.062288039,0.220311894,0.330670828,0.025016982,0.729,0.116,-0.608,-0.594,0.349,-0.486,-0.994,-1.365,0.339005545,-0.185170884,0.173,-0.143800383
YAL023C,-1.045367577,-1.446670893,-1.369555957,-0.455798104,-0.886889482,-1.127393864,-0.762593273,0.106733225,-0.047054484,-0.133903196,-0.028407222,-0.289419393,0,-0.5,-0.53,-0.28,0.03,-0.67,-0.59,-0.26,-0.153038586,-0.348209244,-0.283002348,0.001
YDL093W,-0.403007117,-0.514134677,-0.736782716,0.009394105,-0.327,-0.493424588,-0.635978822,-0.066793913,-0.098813806,-0.088,0.348,0.096685737,-0.14,-0.39,-0.228,-0.41,0.05,0,-0.09,-0.145,-0.259357573,-0.154,-0.212813939,0.175928449
YDL095W,-0.397525593,-0.755195593,-0.419255072,0.117631781,-0.052120712,-0.184201642,-0.161247721,0.04770894,-0.082967907,-0.322002348,0.111333032,-0.187472714,-0.292,-0.462,-0.722,-0.809,0.021,-0.546,-0.755,-0.721,0.087297292,-0.224412111,-0.273582733,-0.029725638
YJR143C,-0.799837437,-1.548436838,-0.976026792,-0.4900575,-0.863,-1.266,-0.552748777,-0.195797879,0.23,0.237675446,0.138013648,0.127527286,-0.039,-0.546,-1.07,-0.94,0.213,-0.701,-1.016,-0.848,0.46465152,0.088274475,-0.594,0.068
YOR321W,-0.228710784,-0.251793913,-0.411873332,0.357428086,-0.224464535,0.13219868,0.014660198,0.276526196,0.128274475,-0.273026694,0.270383669,-0.037201642,-0.095,-0.008,-0.148,-0.403,-0.164,-0.176,0.197,-0.025,-0.003752695,-0.315861472,-0.261625013,-0.054470835
YBL082C,-1.712923573,-1.988058647,-1.762497453,-0.561182395,-1.214,-1.016752695,-0.308239458,0.618196811,0.225521184,1.034356344,0.243289216,0.197375114,-0.08,-0.645,-0.547,-0.305,-0.192,-0.783,-0.825,-0.624,0.083067546,0.06017339,0.045371468,0.022514643
YOR002W,-0.22786187,0.321526196,0.59971358,0.170529165,0.089162563,0.709233925,0.459272676,-0.196478816,-0.188991336,-0.225878124,0.009112287,-0.024381388,-0.053,-0.202,-0.392,-0.456,0.297,0.079,-0.057,-0.047,-0.19736538,0.035733905,-0.308619634,0.06076208
YGL065C,-0.051472286,-0.180146155,0.040125908,0.264001386,-0.161499606,0.014005545,-0.486134677,0.28718333,-0.084150815,-0.144848171,-0.010674064,-0.01583444,0.205,0.576,0.581,0.605,0.221,0.194,0.514,0.549,-0.171961135,-0.211448099,-0.191133963,-0.05794143
YOR067C,0.00205386,-0.172922022,-0.21613594,-0.020663335,0.055252637,0.285563162,0.188804934,0.027415028,0.068091598,-0.230218514,0.177527286,0.091016982,-0.895,-1.275,-0.968,-0.896,-0.295,-1.025,0.165,-0.419,-0.313580427,0.025408583,-0.568675564,-0.134308613
YBR015C,-0.595931754,-1.117472926,-0.868916329,-0.182397248,-0.471164753,-0.36184413,0.281272676,0.719453741,0.30486406,0.744324436,0.163,0.27782032,0.054,-0.034,0.004,0.207,-0.78,-0.579,-0.103,-0.001,0.28374347,0.351711673,-0.285537036,-0.055
YGL225W,-0.648397248,-0.645908402,-0.301844295,-0.057718185,-0.239992875,-0.03435783,0.344461592,0.470987134,-0.38487073,-0.070679747,-0.227329138,-0.131747363,0.175,-0.358,-0.791,-1.093,-0.12,-0.239,-0.661,-1.166,0.123329107,-0.368500609,0.330182731,0.236449113
YPL053C,-0.242177624,-0.431544967,-0.441405647,0.176400754,-0.324416737,-0.30004825,0.167317714,0.168233925,0.413324436,0.768953091,-0.005679089,-0.107291979,-0.37,-0.247,0.028,0.051,-0.582,-0.48,-0.236,-0.154,0.006934432,0.24384386,-0.230569226,0.173271046
YGL257C,0.217502547,0.37912927,0.379516005,0.327395605,-0.246490852,-0.275197419,-0.043170884,0.17,-0.809998614,-0.881354444,-0.715861375,-0.664991336,-0.43,-0.96,-1.18,-1.16,0.02,-0.52,-0.49,-0.63,-0.134424588,-0.351645982,-0.720393084,-0.249861375
YIL014W,-0.553204108,-0.33236538,-0.271118116,-0.25249922,-1.136,0.486,,-0.081,0.056545037,0.095897794,0.096779584,-0.10410298,-0.561,-0.93,-0.851,-0.696,-0.276,-0.771,-0.703,-0.155,-0.07543273,-0.285947462,-0.284922022,-0.12447496
YJL139C,0.694871197,1.235137875,0.724320253,0.286,0.384,0.242034657,0.417817075,-0.412342072,-0.73215614,-0.717800028,-0.600368219,-0.336525593,0.247,0.589,0.461,0.209,0.38,0.244,0.155,0.004,-0.016218514,0.096320911,-0.091239458,0.163928449
YNL219C,0.030199972,-0.217847735,-0.056809052,-0.330380747,-0.204354444,-0.031784841,-0.284209244,0.04263462,0.046217375,-0.159624886,0.117810431,-0.069996881,0.061,-0.253,0.001,-0.223,-0.407,-0.415,-0.145,-0.24,-0.199058218,-0.000844295,-0.430368906,-0.026417488
YNR059W,2.49618859,3.413554151,3.138514643,1.637125908,0.41305386,0.93616556,0.194064159,0.071274362,-2.257145844,-2.262479766,-1.959201642,-1.987932073,-0.399,1.014,0.915,0.269,,0.206,0.438,0.208,-1.472978822,-0.988105644,-1.266375007,-0.754892473
YOR099W,0.482510484,0.668463341,0.69691505,0.90618333,0.042474835,0.023012412,0.362029998,0.17785338,-0.285874092,-0.324878124,-0.132314263,-0.149958065,0.09,-0.058,-0.147,-0.348,-0.318,-0.327,-0.515,-0.38,-0.300555957,-0.273977819,-0.381298077,0.042151829
YMR013C,-2.204134677,-1.968750023,-1.173035051,-0.360266775,-1.980380747,-2.603,-1.371,-0.895725638,-0.199957489,-0.05443318,-0.313670893,-0.205747363,-0.346,-0.475,-0.289,-0.374,-0.735,-0.101,-0.028,0.091,0.206804407,-0.51103061,0.596133975,-0.093133739
YEL036C,-0.419861375,-1.032497453,-0.783951869,-0.099445553,0.228854156,-0.04876416,0.254414968,0.978129769,0.121301342,0.668125569,0.170311894,0.145701698,0.098,-0.011,-0.094,-0.176,-0.171,0.361,0.107,0.019,0.068854156,-0.017725525,0.105703851,0.440138625
YPL050C,-0.658625013,-1.085314186,-0.429249559,-0.088473322,-0.588,-1.176532478,-0.296463915,-0.404237496,-0.158417488,0.191335782,0.039049906,-0.088861375,-0.863,-1.205,-0.897,-0.695,-0.366,-0.688,-0.751,-0.783,0.184190948,-0.160599398,-0.391771164,0.070206087
YGL038C,0.323400602,0.591125599,0.892203777,0.78963462,-0.45717968,0.356392968,0.569392562,0.672,-0.71183444,-0.587255281,-0.227423889,-0.023996881,-0.478,0.155,0.432,0.436,0.014,0.075,0.135,0.308,-0.154240338,-0.081362005,-0.531977819,-0.017
YDL232W,-0.142015084,-0.314969708,-0.079600342,0.100399658,0.012903159,-1.142378373,-0.72267452,-0.294653771,0.096288903,0.651,0.568,0.333216935,0.06,-0.77,-0.097,-0.32,0.05,-0.4,-0.157,-0.09,0.187329107,0.031,-0.025645982,0.039725348
YGL022W,-0.425454963,-0.732275024,-0.26349922,-0.174470835,-0.491695211,-0.273,0.09356712,0.129055482,-0.290525165,-0.17943273,0.211724476,0.156354862,0.397,-0.254,-0.31,-0.281,0.193,-0.172,-0.423,-0.142,0.193529165,-0.350847166,-0.22538986,-0.04961377
YEL002C,0.092805427,0.005701698,0.190311894,0.140311894,0.005590588,0.462216935,0.68247462,0.426304337,0.066048131,0.020762119,0.120554447,-0.004783402,-0.117,-0.533,-0.56,-0.55,0.002,-0.168,-0.56,-0.505,0.365701698,0.328854156,-0.143285151,-0.047194573
YGL226C-A,-0.246689539,-0.584575489,-0.382216103,-0.029133739,-0.174427134,-0.666550417,-0.767339431,-0.156218514,0.089516005,0.262475306,0.172805427,0.270311894,0.56,0.12,-0.23,-0.37,0.02,-0.07,-0.43,-0.57,0.185897005,0.040349025,0.31938623,-0.014298302
YJL002C,-0.128961096,-0.123908402,-0.185961096,-0.144784286,0.082019503,0.437768174,0.570167735,0.393221872,-0.006416737,-0.017028229,0.141685814,0.07805857,-0.446,-0.512,-0.544,-0.479,-0.168,-0.533,-0.63,-0.436,0.197822443,0.189029998,-0.339664606,0.164500087
YMR149W,0.071216598,0.228067927,0.290032093,0.382779584,-0.119605797,-0.245899843,-0.194932454,0.125095623,-0.076778128,-0.06481667,0.150394105,0.357765446,0.485,0.571,0.554,0.59,0.286,0.304,0.153,0.191,-0.0129063,-0.026118116,0.000881884,0.129583263
YOR085W,-0.574388731,-0.479407222,-0.464407222,-0.171339802,-0.335026792,-0.015,0.017415028,-0.083784841,0.096594353,0.069040674,0.308320911,0.222067927,0.158,-0.461,-0.259,-0.152,-0.533,-0.583,-0.514,-0.433,-0.026472926,-0.09642141,-0.210675564,-0.1205809
YOR103C,0.055631781,0.471602752,0.348214148,0.570563162,0.270986377,-0.074822546,0.13074347,0.158744928,0.30105386,0.602107527,0.415040674,0.464995441,-0.243,-0.844,-0.663,-0.601,-0.519,-0.681,-0.914,-0.828,0.46150139,0.412233925,0.547076427,0.209743368
YKL201C,0.415,0.000202489,0.102865323,0.73,0.376274475,-0.311,-0.381,0.439255254,0.34157144,0.169,0.349,-0.069,0.078,0.466,0.583,0.463,-0.15,0.803,1.246,1.352,-0.200318642,0.035,0.012234271,-0.081499606
YFL045C,-0.067194573,-0.234298302,-0.361182395,0.270138625,0.078952643,0.155,-0.032666827,0.853202259,0.230931413,0.973689417,0.702684076,0.468256604,-0.047,-1.254,-1.488,-1.717,-0.042,-0.722,-1.439,-1.611,0.747606916,0.341247305,0.14247462,0.026887839
YBR199W,0.645701698,0.788125569,0.930311894,0.250866261,0.370961414,0.911247305,0.237419573,-0.246181233,0.041247305,-0.534412111,0.375701698,0.176463778,0.271,0.69,0.9,0.71,0.24,0.72,0.82,0.6,-0.005810516,0.120138625,-0.130007117,0.12
YBR205W,-0.383349307,-0.351991336,0.063644082,0.102455033,-0.210450094,0.212324436,0.013636299,0.402216935,0.053005545,-0.096861472,0.099449113,0.005199617,,-1.002,-0.902,-0.684,-0.037,-0.905,-0.954,-0.768,0.174354018,-0.043063068,-0.144,-0.156470835
YIL085C,-0.241718635,-0.297298077,-0.360504913,-0.007355918,0.032500394,0.357516005,0.365613204,0.43766429,0.19016556,-0.047298077,0.052155705,-0.008445849,-0.413,-0.362,-0.392,-0.541,0.057,-0.153,-0.207,-0.075,0.025217375,0.2069474,0.13161175,0.352217375
YJR075W,-0.311310676,-0.591932454,-0.398810516,0.035221872,-0.227218514,0.083163786,0.163674567,0.433086663,0.245161886,-0.051461791,-0.014102995,0.053491753,0.501,-0.036,-0.074,0.068,0.473,0.061,-0.361,-0.266,0.394724476,0.125256604,0.191992466,0.056152834
YNL029C,0.365399658,0.065724476,-0.337063068,-0.306950094,0.137113729,0.39163462,0.584613204,0.221038865,0.193206087,0.586304337,0.116133975,0.69195175,-0.335,-0.056,0.097,-0.49,-0.06,0.081,-0.224,-0.691,-0.002959326,-0.023663335,-0.361994455,0.139272676
YKR061W,0.147658478,0.166307107,0.677,0.735476186,-0.420508154,-1.379275524,-0.587,0.135,-1.151692893,-1.446181233,-1.023599246,-1.573046909,-0.085,-0.184,-0.231,-0.328,0.264,-0.087,-0.405,-0.667,-0.905577284,,-0.174273391,-0.398674064
YML019W,-0.315958387,-0.246961135,0.002945516,0.173872395,0.095333032,-0.378274009,-0.172,0.050658435,-0.014959138,-0.013911279,0.333377386,0.117444043,0.016,-0.628,-0.55,,0.329,0.005,-0.201,-0.021,0.050520234,-0.124305467,-0.010633026,0.164611269
YBR247C,-2.862562226,-2.3700575,-1.238749531,-0.243046909,-2.024,-1.642445849,-0.76903995,0.051545834,-0.178678146,0.376611269,-1.027272381,-0.60078725,-0.303,-1.811,-2.939,-1.846,-0.33,-1.363,-2.327,-2.346,-0.280479397,-0.894,0.634,-0.073266775
YGR199W,-0.14436538,-0.458200344,-0.257416737,-0.070368219,-0.397562226,-0.024,0.026273215,0.200572866,-0.286222366,-0.066778128,0.181658532,0.084289216,0.337,0.455,0.206,-0.047,0.087,0.162,0.147,0.21,-0.142808332,-0.278052198,-0.09843318,0.128217375
YJR131W,-0.238788497,0.409948599,0.608070835,0.296574129,-0.628026792,0.582301353,0.629149723,0.682176052,0.06370894,0.178112287,0.141795892,0.105449113,0.156,-0.246,-0.321,-0.441,0.147,-0.17,-0.296,-0.315,0.174592778,0.110392968,0.168125569,0.023507018
YPL227C,-0.338931754,-0.371544967,-0.227714703,0.667781486,-0.047810959,-0.283983018,-0.059992804,0.536674567,-0.124489516,-0.133902221,-0.344790597,-0.556688106,-0.565,-0.844,-0.992,-1.092,-0.281,-0.725,-0.934,-0.652,0.137001386,0.168350672,0.053040674,0.103936725
YBR243C,-0.577324554,-0.812266095,-0.601256677,-0.001424588,-0.430665679,-0.084991336,-0.411591737,0.267086582,0.232151325,0.02057807,0.381086582,-0.001,0.464,0.179,-0.065,-0.047,0.051,-0.258,-0.401,-0.135,0.070866261,-0.131427134,-0.092,0.049
YNL048W,-0.140441431,0.257098855,0.001325936,-0.119074499,0.041897005,,0.530112287,-0.103,-0.006,-0.176874401,0.197986377,0.094765446,-0.525,-0.404,-0.369,-0.493,-0.059,-0.318,-0.098,-0.091,0.144846103,-0.106914453,-0.424,0.10191247
YER005W,-0.148932073,-0.082599398,-0.243102995,-0.040002348,-0.169580995,0.304076427,0.014121876,0.651621994,-0.007063275,-0.263240338,-0.070996881,-0.111977819,0.359,0.713,0.433,0.294,0.37,0.535,0.206,0.386,-0.03797238,-0.15581667,-0.215298077,-0.019489516
YER039C,1.619757034,1.676973306,1.16764072,0.240606067,1.109677645,1.475008664,0.619666904,0.290725212,-0.087972958,-0.336253627,0.556125725,0.286795892,0.964,2.03,2.39,1.865,0.822,2.145,1.883,1.802,-0.206221736,-0.058887091,0.310354862,0.224005545
YML115C,0.10905857,-0.076932073,0.089382066,-0.138290449,0.388757034,0.242374987,0.06909472,0.117757034,0.23352504,-0.071741543,0.237621627,-0.021275524,0.138,0.058,0.406,0.344,-0.165,-0.455,-0.005,0.012,0.326002676,0.254527286,-0.033141883,0.003271697
YDR435C,1.346861211,1.56676208,1.25041783,0.919182731,0.389045232,0.446,0.105,0.24,-0.022720399,-0.642288327,-0.03035928,0.063,0.286,0.94,1.197,0.92,-0.103,0.518,0.762,0.666,0.063645643,0.022,-0.19034848,0.002279601
YOL141W,,-0.461,,,,,,,,0.298334321,,-0.122,-0.412,-0.327,-0.727,-0.727,0.049,-0.394,-0.251,0.008,0.006,-0.324,0.685,0.277
YPL096W,0.566003119,0.671110518,0.499234271,-0.304886271,0.635154713,0.88563462,0.521406727,-0.092625013,0.10157859,-0.220741543,0.291708021,0.11505857,-0.101,0.025,0.348,0.261,0.084,0.468,0.339,0.396,0.087691387,0.064344705,-0.070778128,-0.10008495
YBR034C,-2.083004559,-2.080490852,-0.884288327,-0.198242966,-1.526133739,-1.543994455,-0.155487905,0.195941353,0.37416556,0.91391505,-0.53778725,0.045504246,-1.095,-2.768,-2.709,-1.833,-1.512,-2.216,-2.785,-2.665,0.113424511,-0.517133963,0.308394203,-0.147887713
YDL141W,-0.174,-0.126,-0.415,-0.814,-0.658479766,0.172467522,0.019964949,0.477,-0.509,-0.337663335,-0.038800383,-0.108886271,0.182,-0.167,0.246,0.191,-0.252,-0.462,-0.39,0.229,-0.31334848,-0.352450356,-0.164965343,-0.229499913
YDL090C,0.116,-0.038497453,-0.420728954,-0.674579119,0.21999652,0.841167735,0.285931413,-0.132134677,0.02789702,0.034125599,0.333307107,0.170649408,-0.241,-0.343,-0.741,-0.944,0.013,0.036,-0.072,-0.3,0.034428086,0.073,0.086491753,0.028583263
YPL069C,0.805443508,0.986383669,0.52852504,0.138964949,0.406890602,0.177866261,-0.246423889,-0.239474116,-0.610800383,-0.650692893,-0.33603995,-0.262847166,-0.395,0.134,0.251,0.017,-0.161,0.162,0.385,0.432,-0.313060606,0.049864425,-0.501838114,0.03117339
YJL031C,0.236554151,0.951377386,1.065125908,0.299082829,0.797,1.039,0.733,0.415,0.07741783,-0.104474116,-0.14086187,-0.032058218,-0.201,-0.507,0.203,0.485,0.016,-0.369,0.019,0.131,0.098500087,0.251,-0.333,-0.470368219
YGL155W,0.286726901,0.619184717,-0.15581667,-0.463874401,0.430750915,0.574095623,0.297004522,-0.445342072,0.041941353,0.206961414,0.112167735,0.049281815,-0.228,-0.513,-0.4,-0.512,-0.264,-0.473,-0.443,-0.434,0.189645643,0.12186406,-0.485,-0.104416737
YPR176C,0.609689324,0.930125725,0.42591505,0.557576111,0.335088721,0.847,0.423244975,0.105271697,-0.035650975,-0.403504913,0.470000347,0.341003119,-0.136,0.329,0.393,0.059,-0.643,0.381,0.252,-0.094,-0.103838114,-0.208562226,0.224840814,0.503768174
YLR088W,-0.730329172,-0.644445553,-0.450631216,-0.320199195,-0.121,-0.000381388,0.099759662,-0.060541655,-0.01441003,-0.036329172,-0.21814662,-0.240417488,0.064,-0.499,-0.256,-0.016,0.143,-0.455,-0.318,-0.056,-0.173,-0.03904825,-0.17494143,-0.27481667
